order,no,odds,id
6,4,27.9,200801020212
7,14,33.1,200801020212
8,5,19.3,200801020212
9,6,4.8,200801020212
10,2,41.2,200801020212
11,8,177.4,200801020212
12,10,11.4,200801020212
13,9,193.7,200801020212
14,13,116.6,200801020212
1,6,1.5,200801020301
2,7,7.6,200801020301
3,4,5.7,200801020301
4,2,7.9,200801020301
5,5,8.7,200801020301
6,1,64.3,200801020301
7,3,118.5,200801020301
1,7,2.6,200801020302
2,12,4.0,200801020302
3,9,6.6,200801020302
4,6,20.4,200801020302
5,3,3.4,200801020302
6,5,45.4,200801020302
7,11,66.7,200801020302
8,8,87.4,200801020302
9,2,147.5,200801020302
10,1,16.4,200801020302
11,10,111.1,200801020302
12,4,233.4,200801020302
1,9,1.5,200801020303
2,10,5.6,200801020303
3,6,121.2,200801020303
4,11,13.0,200801020303
5,8,123.3,200801020303
6,13,51.8,200801020303
7,12,6.3,200801020303
8,7,115.4,200801020303
9,5,13.8,200801020303
10,2,30.4,200801020303
11,1,258.1,200801020303
12,3,44.8,200801020303
取,4,---,200801020303
1,3,154.5,200801020304
2,4,5.6,200801020304
3,6,6.1,200801020304
4,7,8.0,200801020304
5,10,7.6,200801020304
6,5,72.9,200801020304
7,2,2.5,200801020304
8,9,11.9,200801020304
9,1,17.5,200801020304
10,8,14.2,200801020304
11,11,53.8,200801020304
1,5,16.0,200801020305
2,12,15.1,200801020305
3,9,8.2,200801020305
4,14,5.3,200801020305
5,1,9.6,200801020305
6,7,109.9,200801020305
7,6,76.4,200801020305
8,13,33.4,200801020305
9,15,13.0,200801020305
10,3,1.9,200801020305
11,2,123.1,200801020305
12,8,36.5,200801020305
13,4,164.4,200801020305
14,11,145.9,200801020305
15,10,199.2,200801020305
1,3,1.3,200801020306
2,2,6.4,200801020306
3,1,8.5,200801020306
4,5,58.4,200801020306
5,11,39.9,200801020306
6,10,37.0,200801020306
7,9,23.8,200801020306
8,7,61.3,200801020306
9,12,41.2,200801020306
10,4,251.0,200801020306
11,6,38.4,200801020306
12,8,102.2,200801020306
1,8,3.7,200801020307
2,4,6.6,200801020307
3,3,7.0,200801020307
4,2,35.9,200801020307
5,14,3.9,200801020307
6,6,7.2,200801020307
7,1,22.6,200801020307
8,10,13.7,200801020307
9,11,93.9,200801020307
10,12,43.2,200801020307
11,9,20.5,200801020307
12,5,129.9,200801020307
13,13,20.6,200801020307
14,7,126.3,200801020307
1,3,1.7,200801020308
2,1,5.3,200801020308
3,5,4.3,200801020308
4,8,65.9,200801020308
5,10,15.1,200801020308
6,6,17.7,200801020308
7,11,62.8,200801020308
8,4,192.4,200801020308
9,9,32.1,200801020308
10,2,127.2,200801020308
11,12,31.6,200801020308
12,7,72.4,200801020308
1,3,21.0,200801020309
2,12,40.1,200801020309
3,11,2.6,200801020309
4,5,26.6,200801020309
5,9,7.0,200801020309
6,1,5.0,200801020309
7,10,61.2,200801020309
8,7,3.2,200801020309
9,8,46.3,200801020309
10,13,59.2,200801020309
11,2,34.0,200801020309
12,4,122.3,200801020309
13,6,87.3,200801020309
1,10,10.1,200801020310
2,13,2.9,200801020310
3,9,16.7,200801020310
4,1,28.2,200801020310
5,7,17.9,200801020310
6,3,4.4,200801020310
7,4,8.5,200801020310
8,11,5.7,200801020310
9,8,27.4,200801020310
10,2,36.1,200801020310
11,12,64.4,200801020310
中,5,16.2,200801020310
除,6,---,200801020310
1,3,8.7,200801020311
2,10,29.3,200801020311
3,12,2.2,200801020311
4,6,14.6,200801020311
5,5,4.5,200801020311
6,4,23.4,200801020311
7,1,83.9,200801020311
8,8,68.8,200801020311
9,7,43.8,200801020311
10,2,61.8,200801020311
11,9,5.1,200801020311
12,11,26.4,200801020311
13,13,37.2,200801020311
1,6,9.2,200801020312
2,13,3.5,200801020312
3,11,5.2,200801020312
4,4,3.3,200801020312
5,1,15.6,200801020312
6,9,15.8,200801020312
7,5,90.6,200801020312
8,12,21.6,200801020312
9,10,8.9,200801020312
10,2,52.1,200801020312
11,3,40.6,200801020312
12,8,104.1,200801020312
13,14,235.6,200801020312
14,7,80.3,200801020312
1,2,3.9,200801020401
2,6,16.3,200801020401
3,1,1.2,200801020401
4,3,23.3,200801020401
5,4,30.9,200801020401
6,5,61.7,200801020401
1,6,13.6,200801020402
2,9,1.6,200801020402
3,1,16.5,200801020402
4,5,3.7,200801020402
5,10,45.2,200801020402
6,8,52.8,200801020402
7,2,21.9,200801020402
8,7,15.6,200801020402
9,4,125.1,200801020402
10,3,219.6,200801020402
11,12,45.9,200801020402
12,11,50.6,200801020402
1,5,1.6,200801020403
2,4,4.9,200801020403
3,11,5.9,200801020403
4,1,22.7,200801020403
5,10,10.2,200801020403
6,7,85.5,200801020403
7,8,48.8,200801020403
8,2,88.2,200801020403
9,6,38.8,200801020403
10,9,41.1,200801020403
11,3,119.9,200801020403
1,8,14.5,200801020404
2,6,1.8,200801020404
3,4,3.0,200801020404
4,3,107.6,200801020404
5,7,13.7,200801020404
6,9,63.9,200801020404
7,2,6.9,200801020404
8,1,99.2,200801020404
9,5,28.7,200801020404
1,7,12.6,200801020405
2,6,39.8,200801020405
3,2,2.1,200801020405
4,4,3.2,200801020405
5,5,8.8,200801020405
6,3,4.5,200801020405
7,1,89.1,200801020405
8,8,47.7,200801020405
1,2,1.2,200801020406
2,1,16.0,200801020406
3,7,4.7,200801020406
4,8,71.8,200801020406
5,3,19.0,200801020406
6,4,13.2,200801020406
7,6,72.0,200801020406
除,5,---,200801020406
1,4,7.4,200801020407
2,6,5.2,200801020407
3,5,21.1,200801020407
4,8,67.3,200801020407
5,2,17.1,200801020407
6,12,7.4,200801020407
7,3,2.8,200801020407
8,7,46.3,200801020407
9,9,8.6,200801020407
10,11,9.3,200801020407
11,10,49.9,200801020407
12,1,21.6,200801020407
1,2,1.4,200801020408
2,14,20.2,200801020408
3,1,26.5,200801020408
4,12,18.8,200801020408
5,6,18.0,200801020408
6,9,92.9,200801020408
7,3,75.8,200801020408
8,4,13.9,200801020408
9,5,32.9,200801020408
10,11,85.3,200801020408
11,13,6.3,200801020408
12,10,44.5,200801020408
13,7,62.6,200801020408
14,8,109.3,200801020408
1,10,4.1,200801020409
2,3,4.0,200801020409
3,5,15.1,200801020409
4,12,2.6,200801020409
5,9,11.4,200801020409
6,1,12.5,200801020409
7,8,22.7,200801020409
8,6,88.8,200801020409
9,13,88.7,200801020409
10,11,48.4,200801020409
11,2,55.0,200801020409
12,7,30.8,200801020409
除,4,---,200801020409
1,7,2.4,200801020410
2,2,4.3,200801020410
3,14,15.8,200801020410
4,16,142.5,200801020410
5,1,9.1,200801020410
6,12,19.4,200801020410
7,5,6.2,200801020410
8,8,162.6,200801020410
9,6,54.9,200801020410
10,10,10.8,200801020410
11,11,188.1,200801020410
12,9,70.5,200801020410
13,15,53.1,200801020410
14,4,22.8,200801020410
15,13,200.2,200801020410
除,3,---,200801020410
1,5,5.2,200801020411
2,8,10.6,200801020411
3,2,18.8,200801020411
4,11,2.5,200801020411
5,3,4.3,200801020411
6,6,33.6,200801020411
7,4,179.3,200801020411
8,1,27.3,200801020411
9,14,45.0,200801020411
10,9,22.1,200801020411
11,13,15.2,200801020411
12,10,33.1,200801020411
13,7,87.6,200801020411
14,12,36.4,200801020411
1,14,3.4,200801020412
2,9,3.5,200801020412
3,5,6.9,200801020412
4,7,7.3,200801020412
5,12,24.4,200801020412
6,13,71.8,200801020412
7,8,150.7,200801020412
8,6,29.2,200801020412
9,1,42.6,200801020412
10,3,11.0,200801020412
11,2,16.7,200801020412
12,4,9.1,200801020412
13,11,169.6,200801020412
14,10,231.5,200801020412
1,10,132.6,200801020501
2,7,13.4,200801020501
3,3,11.2,200801020501
4,12,1.1,200801020501
5,1,11.1,200801020501
6,8,59.9,200801020501
7,13,196.8,200801020501
8,2,79.5,200801020501
9,5,186.6,200801020501
10,11,51.8,200801020501
11,4,44.3,200801020501
12,9,239.2,200801020501
13,6,212.9,200801020501
1,12,6.1,200801020502
2,7,6.5,200801020502
3,1,10.7,200801020502
4,4,2.4,200801020502
5,8,6.8,200801020502
6,2,12.4,200801020502
7,9,6.6,200801020502
8,11,154.4,200801020502
9,3,39.6,200801020502
10,5,176.7,200801020502
11,10,247.5,200801020502
12,6,249.4,200801020502
1,3,14.2,200801020503
2,4,36.1,200801020503
3,8,1.8,200801020503
4,7,3.4,200801020503
5,2,26.4,200801020503
6,5,4.8,200801020503
7,6,37.4,200801020503
8,1,44.9,200801020503
1,1,2.6,200801020504
2,6,4.2,200801020504
3,2,8.0,200801020504
4,7,12.4,200801020504
5,5,3.1,200801020504
6,4,16.6,200801020504
7,3,34.6,200801020504
1,3,2.2,200801020505
2,13,6.2,200801020505
3,10,13.3,200801020505
4,6,3.9,200801020505
5,7,19.8,200801020505
6,8,32.4,200801020505
7(降),1,9.8,200801020505
8,11,10.9,200801020505
9,9,117.7,200801020505
10,4,108.4,200801020505
11,2,137.4,200801020505
12,5,171.8,200801020505
13,12,215.2,200801020505
1,12,3.2,200801020506
2,6,6.1,200801020506
3,5,4.3,200801020506
4,1,92.1,200801020506
5,8,12.1,200801020506
6,2,14.9,200801020506
7,3,6.9,200801020506
8,10,8.9,200801020506
9,4,138.8,200801020506
10,11,103.6,200801020506
11,9,75.6,200801020506
12,7,9.9,200801020506
1,10,1.8,200801020507
2,5,15.4,200801020507
3,7,41.8,200801020507
4,11,4.6,200801020507
5,8,11.9,200801020507
6,2,40.0,200801020507
7,4,6.2,200801020507
8,6,31.5,200801020507
9,9,141.8,200801020507
10,3,20.8,200801020507
11,1,55.7,200801020507
1,7,9.9,200801020508
2,12,3.4,200801020508
3,8,4.7,200801020508
4,6,6.3,200801020508
5,10,81.7,200801020508
6,5,3.7,200801020508
7,1,172.0,200801020508
8,3,41.8,200801020508
9,9,34.2,200801020508
10,4,20.8,200801020508
11,11,11.8,200801020508
12,2,57.5,200801020508
1,10,4.4,200801020509
2,3,2.0,200801020509
3,4,5.0,200801020509
4,9,42.9,200801020509
5,12,25.6,200801020509
6,5,72.9,200801020509
7,7,13.3,200801020509
8,6,18.2,200801020509
9,8,12.3,200801020509
10,11,85.1,200801020509
11,2,187.9,200801020509
12,1,74.8,200801020509
1,6,2.8,200801020510
2,7,6.0,200801020510
3,1,17.1,200801020510
4,8,65.3,200801020510
5,2,4.4,200801020510
6,9,7.9,200801020510
7,3,20.0,200801020510
8,5,4.1,200801020510
9,4,88.6,200801020510
1,9,23.2,200801020511
2,4,6.1,200801020511
3,12,22.2,200801020511
4,14,17.1,200801020511
5,1,14.8,200801020511
6,5,7.4,200801020511
7,6,6.5,200801020511
8,3,6.1,200801020511
9,11,36.2,200801020511
10,10,12.1,200801020511
11,8,68.3,200801020511
12,2,90.8,200801020511
13,13,27.5,200801020511
14,7,113.4,200801020511
15,16,4.0,200801020511
除,15,---,200801020511
1,6,5.4,200801020512
2,1,2.3,200801020512
3,2,6.9,200801020512
4,7,7.0,200801020512
5,10,31.6,200801020512
6,5,28.4,200801020512
7,4,46.1,200801020512
8,8,5.8,200801020512
9,11,44.1,200801020512
10,3,82.6,200801020512
11,9,18.2,200801020512
1,1,3.3,200801020601
2,4,2.6,200801020601
3,3,4.0,200801020601
4,2,16.5,200801020601
5,5,31.0,200801020601
6,11,13.8,200801020601
7,8,42.8,200801020601
8,7,41.9,200801020601
9,12,43.2,200801020601
10,9,27.3,200801020601
11,6,43.2,200801020601
12,10,109.9,200801020601
1,4,15.9,200801020602
2,1,3.9,200801020602
3,6,19.2,200801020602
4,9,17.7,200801020602
5,2,1.8,200801020602
6,3,15.3,200801020602
7,5,47.9,200801020602
8,8,7.4,200801020602
9,7,21.8,200801020602
1,8,1.6,200801020603
2,2,3.5,200801020603
3,3,10.3,200801020603
4,5,51.9,200801020603
5,4,8.4,200801020603
6,1,30.8,200801020603
7,7,159.4,200801020603
8,6,26.0,200801020603
1,12,3.1,200801020604
2,10,11.5,200801020604
3,11,5.2,200801020604
4,6,2.7,200801020604
5,9,14.4,200801020604
6,7,17.4,200801020604
7,5,15.2,200801020604
8,8,46.5,200801020604
9,2,34.0,200801020604
10,3,47.0,200801020604
11,4,122.6,200801020604
12,1,97.0,200801020604
1,7,3.7,200801020605
2,3,5.8,200801020605
3,11,12.2,200801020605
4,13,6.9,200801020605
5,1,7.6,200801020605
6,8,5.0,200801020605
7,6,6.5,200801020605
8,2,54.5,200801020605
9,10,126.6,200801020605
10,9,47.9,200801020605
11,5,46.2,200801020605
12,4,96.4,200801020605
13,12,47.1,200801020605
1,4,5.2,200801020606
2,10,19.6,200801020606
3,2,6.8,200801020606
4,9,27.3,200801020606
5,8,5.2,200801020606
6,1,20.7,200801020606
7,11,143.0,200801020606
8,7,11.5,200801020606
9,5,54.2,200801020606
10(降),3,2.5,200801020606
11,6,77.1,200801020606
12,12,18.0,200801020606
1,8,20.4,200801020607
2,1,2.0,200801020607
3,4,87.8,200801020607
4,6,26.0,200801020607
5,10,30.5,200801020607
6,3,3.9,200801020607
7,2,84.0,200801020607
8,9,4.5,200801020607
9,7,177.6,200801020607
10,12,113.4,200801020607
11,11,11.8,200801020607
12,5,34.6,200801020607
1,1,4.2,200801020608
2,6,7.5,200801020608
3,9,20.0,200801020608
4,7,8.9,200801020608
5,3,4.5,200801020608
6,10,14.2,200801020608
7,2,4.4,200801020608
8,8,26.6,200801020608
9,4,29.3,200801020608
10,5,8.2,200801020608
11,11,156.9,200801020608
1,2,7.6,200801020609
2,8,4.4,200801020609
3,7,2.1,200801020609
4,6,6.3,200801020609
5,4,15.6,200801020609
6,14,29.9,200801020609
7,3,16.6,200801020609
8,1,50.3,200801020609
9,5,148.6,200801020609
10,9,27.3,200801020609
11,12,41.1,200801020609
12,11,141.8,200801020609
13,10,168.7,200801020609
14,13,198.5,200801020609
1,9,3.2,200801020610
2,3,22.7,200801020610
3,2,4.0,200801020610
4,6,93.2,200801020610
5,13,3.8,200801020610
6,7,17.6,200801020610
7,14,16.0,200801020610
8,5,63.5,200801020610
9,12,23.3,200801020610
10,8,14.1,200801020610
11,10,117.3,200801020610
12,1,62.5,200801020610
13,4,18.2,200801020610
14,11,29.0,200801020610
15,15,82.4,200801020610
1,2,5.1,200801020611
2,1,3.2,200801020611
3,9,6.0,200801020611
4,3,6.9,200801020611
5,4,8.0,200801020611
6,5,11.0,200801020611
7,6,28.6,200801020611
8,10,21.2,200801020611
9,11,119.0,200801020611
10,8,11.2,200801020611
11,7,25.6,200801020611
1,4,4.5,200801020612
2,2,4.6,200801020612
3,13,12.6,200801020612
4,11,11.2,200801020612
5,3,72.6,200801020612
6,8,3.3,200801020612
7,7,17.7,200801020612
8,6,22.1,200801020612
9,9,11.4,200801020612
10,5,264.5,200801020612
11,10,103.5,200801020612
12,12,14.2,200801020612
13,1,16.5,200801020612
1,5,28.2,200801020701
2,4,1.5,200801020701
3,11,108.6,200801020701
4,8,12.7,200801020701
5,6,5.6,200801020701
6,9,9.3,200801020701
7,7,27.8,200801020701
8,2,53.2,200801020701
9,3,81.4,200801020701
10,12,148.5,200801020701
11,1,12.6,200801020701
12,10,79.6,200801020701
1,3,10.0,200801020702
2,15,12.5,200801020702
3,11,2.6,200801020702
4,14,3.9,200801020702
5,9,9.0,200801020702
6,16,8.1,200801020702
7,8,18.2,200801020702
8,12,30.0,200801020702
9,4,66.4,200801020702
10,5,18.6,200801020702
11,13,347.0,200801020702
12,6,123.2,200801020702
13,2,110.0,200801020702
14,10,84.9,200801020702
15,7,299.1,200801020702
16,1,81.1,200801020702
1,10,2.9,200801020703
2,5,6.7,200801020703
3,2,12.3,200801020703
4,12,93.5,200801020703
5,8,7.3,200801020703
6,6,6.0,200801020703
7,13,11.6,200801020703
8,9,5.0,200801020703
9,1,22.5,200801020703
10,3,69.7,200801020703
11,4,165.8,200801020703
12,11,85.0,200801020703
13,7,191.7,200801020703
1,3,2.0,200801020704
2,4,5.5,200801020704
3,2,5.5,200801020704
4,6,18.1,200801020704
5,10,24.7,200801020704
6,9,225.3,200801020704
7,1,18.7,200801020704
8,12,16.7,200801020704
9,5,37.6,200801020704
10,7,8.8,200801020704
11,8,30.7,200801020704
12,11,91.8,200801020704
1,6,5.8,200801020705
2,12,8.0,200801020705
3,13,21.6,200801020705
4,8,49.3,200801020705
5,2,49.2,200801020705
6,5,20.0,200801020705
7,1,8.6,200801020705
8,7,2.0,200801020705
9,9,72.3,200801020705
10,14,7.9,200801020705
11,11,36.5,200801020705
12,10,56.1,200801020705
13,4,102.7,200801020705
14,3,157.4,200801020705
1,11,15.6,200801020706
2,7,57.9,200801020706
3,3,5.9,200801020706
4,9,3.6,200801020706
5,2,5.5,200801020706
6,5,2.4,200801020706
7,8,35.6,200801020706
8,1,55.5,200801020706
9,12,135.7,200801020706
10,10,66.2,200801020706
11,13,23.7,200801020706
12,4,105.8,200801020706
除,6,---,200801020706
1,6,19.8,200801020707
2,4,4.9,200801020707
3,5,2.3,200801020707
4,7,3.5,200801020707
5,1,13.5,200801020707
6,11,18.7,200801020707
7,3,129.0,200801020707
8,9,32.8,200801020707
9,13,19.6,200801020707
10,10,71.5,200801020707
11,14,163.4,200801020707
12,12,250.7,200801020707
13,8,39.6,200801020707
14,2,93.1,200801020707
1,6,13.0,200801020708
2,3,13.2,200801020708
3,5,2.5,200801020708
4,9,85.8,200801020708
5,4,15.7,200801020708
6,12,3.6,200801020708
7,13,23.8,200801020708
8,1,17.4,200801020708
9,10,6.1,200801020708
10,11,17.8,200801020708
11,7,77.8,200801020708
12,2,206.3,200801020708
13,8,55.8,200801020708
1,5,29.1,200801020709
2,1,174.9,200801020709
3,16,21.0,200801020709
4,12,9.4,200801020709
5,15,64.2,200801020709
6,6,2.4,200801020709
7,2,45.6,200801020709
8,7,6.4,200801020709
9,13,13.3,200801020709
10,3,30.1,200801020709
11,9,49.8,200801020709
12,14,22.9,200801020709
13,8,6.0,200801020709
14,11,84.8,200801020709
15,10,12.8,200801020709
16,4,62.1,200801020709
1,4,23.2,200801020710
2,14,4.2,200801020710
3,2,37.4,200801020710
4,6,74.3,200801020710
5,3,2.2,200801020710
6,8,16.6,200801020710
7,12,8.3,200801020710
8,10,88.1,200801020710
9,13,91.9,200801020710
10,7,14.4,200801020710
11,11,6.5,200801020710
12,5,84.8,200801020710
13,1,120.2,200801020710
14,9,37.7,200801020710
1,4,4.0,200801020711
2,7,10.4,200801020711
3,2,5.3,200801020711
4,13,4.9,200801020711
5,10,66.7,200801020711
6,12,10.5,200801020711
7,8,35.8,200801020711
8,11,24.8,200801020711
9,14,22.0,200801020711
10,1,25.8,200801020711
11,9,57.0,200801020711
12,5,7.5,200801020711
13,3,10.5,200801020711
14,6,124.2,200801020711
1,3,1.6,200801020712
2,2,6.6,200801020712
3,6,12.7,200801020712
4,7,8.6,200801020712
5,1,8.8,200801020712
6,9,40.1,200801020712
7,10,138.1,200801020712
8,11,37.1,200801020712
9,8,105.2,200801020712
10,12,45.6,200801020712
11,5,38.1,200801020712
12,4,65.3,200801020712
13,13,71.9,200801020712
1,12,14.4,200801020801
2,3,3.6,200801020801
3,6,6.7,200801020801
4,13,2.2,200801020801
5,11,67.8,200801020801
6,2,6.5,200801020801
7,4,39.0,200801020801
8,10,18.4,200801020801
9,5,224.3,200801020801
10,8,139.2,200801020801
11,1,116.1,200801020801
12,14,172.6,200801020801
13,9,170.1,200801020801
14,7,147.1,200801020801
1,4,15.7,200801020802
2,2,3.5,200801020802
3,3,7.6,200801020802
4,14,81.5,200801020802
5,11,198.7,200801020802
6,13,5.5,200801020802
7,7,7.0,200801020802
8,6,3.2,200801020802
9,8,30.7,200801020802
10,10,176.9,200801020802
11,1,26.3,200801020802
12,12,184.4,200801020802
13,5,191.1,200801020802
中,9,25.7,200801020802
1,4,11.0,200801020803
2,9,6.5,200801020803
3,10,10.7,200801020803
4,1,28.8,200801020803
5,5,8.0,200801020803
6,13,126.7,200801020803
7,11,11.7,200801020803
8,3,10.2,200801020803
9,7,7.7,200801020803
10,2,211.7,200801020803
11,12,24.2,200801020803
12,8,2.8,200801020803
13,6,34.7,200801020803
1,8,102.9,200801020804
2,12,9.6,200801020804
3,11,3.2,200801020804
4,7,5.0,200801020804
5,4,5.3,200801020804
6,1,13.7,200801020804
7,3,200.9,200801020804
8,13,82.7,200801020804
9,16,40.6,200801020804
10,2,7.4,200801020804
11,10,91.3,200801020804
12,14,12.4,200801020804
13,15,13.3,200801020804
14,9,229.3,200801020804
15,6,49.2,200801020804
16,5,200.0,200801020804
1,6,6.8,200801020805
2,9,14.5,200801020805
3,2,2.0,200801020805
4,4,19.2,200801020805
5,3,94.5,200801020805
6,8,62.4,200801020805
7,5,13.3,200801020805
8,1,43.1,200801020805
9,10,5.2,200801020805
10,12,13.2,200801020805
11,7,11.9,200801020805
12,11,59.3,200801020805
1,11,11.0,200801020806
2,9,2.9,200801020806
3,7,7.7,200801020806
4,1,33.9,200801020806
5,2,21.1,200801020806
6,6,106.9,200801020806
7,5,74.4,200801020806
8,4,83.1,200801020806
9,10,68.4,200801020806
中,3,11.3,200801020806
中,8,2.2,200801020806
失,12,50.2,200801020806
中,13,180.7,200801020806
1,12,2.7,200801020807
2,2,5.0,200801020807
3,5,23.5,200801020807
4,11,9.2,200801020807
5,3,76.0,200801020807
6,13,5.7,200801020807
7,1,16.7,200801020807
8,8,43.5,200801020807
9,14,50.4,200801020807
10,10,28.5,200801020807
11,4,52.0,200801020807
12,7,5.5,200801020807
13,9,273.1,200801020807
14,6,200.6,200801020807
1,8,7.9,200801020808
2,7,11.1,200801020808
3,5,8.4,200801020808
4,9,7.6,200801020808
5,10,78.3,200801020808
6,1,8.4,200801020808
7,3,17.2,200801020808
8,11,2.9,200801020808
9,13,129.0,200801020808
10,12,102.0,200801020808
11,6,4.5,200801020808
12,2,144.0,200801020808
除,4,---,200801020808
1,11,3.4,200801020809
2,3,47.6,200801020809
3,13,14.0,200801020809
4,12,8.6,200801020809
5,7,9.6,200801020809
6,9,31.6,200801020809
7,8,13.6,200801020809
8,4,30.6,200801020809
9,2,30.4,200801020809
10,1,8.3,200801020809
11,10,178.1,200801020809
12,5,92.0,200801020809
13,6,157.9,200801020809
中,14,3.0,200801020809
1,9,9.3,200801020810
2,15,8.4,200801020810
3,8,38.8,200801020810
4,13,26.5,200801020810
5,2,3.2,200801020810
6,5,6.9,200801020810
7,10,69.4,200801020810
8,16,6.1,200801020810
9,11,10.2,200801020810
10,4,49.6,200801020810
11,12,125.3,200801020810
12,7,156.9,200801020810
13,1,79.5,200801020810
14,3,6.9,200801020810
15,14,82.7,200801020810
16,6,36.6,200801020810
1,15,11.7,200801020811
2,7,2.4,200801020811
3,1,36.2,200801020811
4,9,26.0,200801020811
5,3,77.3,200801020811
6,14,6.5,200801020811
7,12,9.1,200801020811
8,6,11.2,200801020811
9,10,67.8,200801020811
10,11,18.3,200801020811
11,5,78.2,200801020811
12,13,70.7,200801020811
13,8,125.7,200801020811
14,2,70.8,200801020811
15,16,11.9,200801020811
16,4,7.9,200801020811
1,3,2.3,200801020812
2,11,8.1,200801020812
3,5,47.6,200801020812
4,4,26.3,200801020812
5,9,5.4,200801020812
6,8,117.5,200801020812
7,12,71.0,200801020812
8,2,4.1,200801020812
9,7,21.1,200801020812
10,1,116.6,200801020812
11,6,9.4,200801020812
12,10,88.4,200801020812
13,13,92.2,200801020812
1,12,23.8,200803010101
2,11,1.2,200803010101
3,7,44.7,200803010101
4,1,6.6,200803010101
5,2,7.7,200803010101
6,8,65.6,200803010101
7,3,50.7,200803010101
8,4,90.2,200803010101
9,6,229.9,200803010101
10,9,218.5,200803010101
11,10,170.9,200803010101
12,5,133.5,200803010101
1,10,2.8,200803010102
2,15,2.2,200803010102
3,1,11.5,200803010102
4,16,29.9,200803010102
5,4,74.0,200803010102
6,3,15.8,200803010102
7,5,10.3,200803010102
8,13,46.6,200803010102
9,8,106.8,200803010102
10,9,24.2,200803010102
11,11,107.9,200803010102
12,7,314.3,200803010102
13,6,85.8,200803010102
14,14,51.0,200803010102
15,12,373.6,200803010102
16,2,50.3,200803010102
1,2,1.6,200803010103
2,5,5.1,200803010103
3,8,28.0,200803010103
4,6,5.8,200803010103
5,7,33.7,200803010103
6,1,57.0,200803010103
7,9,108.3,200803010103
8,3,334.7,200803010103
9,14,87.6,200803010103
10,10,170.1,200803010103
11,15,81.2,200803010103
12,4,38.7,200803010103
13,11,264.8,200803010103
14,12,11.8,200803010103
15,13,195.0,200803010103
1,2,94.1,200803010104
2,1,1.9,200803010104
3,4,56.7,200803010104
4,8,21.6,200803010104
5,10,58.1,200803010104
6,6,4.9,200803010104
7,13,8.9,200803010104
8,7,103.4,200803010104
9,12,5.9,200803010104
10,14,10.8,200803010104
11,3,107.7,200803010104
12,11,94.5,200803010104
13,9,36.3,200803010104
14,5,296.3,200803010104
15,15,442.9,200803010104
16,16,277.2,200803010104
1,2,1.8,200803010105
2,14,25.7,200803010105
3,13,12.1,200803010105
4,5,28.8,200803010105
5,1,4.8,200803010105
6,6,49.3,200803010105
7,4,158.5,200803010105
8,11,10.7,200803010105
9,8,106.2,200803010105
10,16,162.8,200803010105
11,7,42.0,200803010105
12,10,193.0,200803010105
13,9,50.3,200803010105
14,3,13.3,200803010105
15,15,49.4,200803010105
中,12,27.5,200803010105
1,15,6.1,200803010106
2,11,19.5,200803010106
3,1,7.5,200803010106
4,3,164.8,200803010106
5,6,84.9,200803010106
6,4,20.6,200803010106
7,9,127.1,200803010106
8,16,28.1,200803010106
9,12,34.5,200803010106
10,13,49.7,200803010106
11,2,170.0,200803010106
12,5,65.7,200803010106
13,14,10.3,200803010106
14,8,1.7,200803010106
15,7,58.2,200803010106
16,10,140.2,200803010106
1,11,2.9,200803010107
2,6,8.6,200803010107
3,3,41.8,200803010107
4,2,11.9,200803010107
5,8,8.0,200803010107
6,1,4.6,200803010107
7,10,5.7,200803010107
8,12,21.9,200803010107
9,9,287.1,200803010107
10,5,71.6,200803010107
11,13,22.7,200803010107
12,14,32.3,200803010107
13,16,122.6,200803010107
14,4,63.4,200803010107
15,15,284.5,200803010107
16,7,272.2,200803010107
1,10,72.9,200803010108
2,12,4.2,200803010108
3,15,6.2,200803010108
4,4,10.2,200803010108
5,5,2.4,200803010108
6,9,13.4,200803010108
7,14,63.6,200803010108
8,6,203.5,200803010108
9,11,104.3,200803010108
10,13,127.1,200803010108
11,1,255.7,200803010108
12,7,10.9,200803010108
13,2,28.0,200803010108
14,8,12.3,200803010108
15,3,271.2,200803010108
1,7,11.9,200803010109
2,6,3.3,200803010109
3,8,8.5,200803010109
4,2,46.6,200803010109
5,9,22.2,200803010109
6,5,6.9,200803010109
7,3,5.1,200803010109
8,13,5.8,200803010109
9,10,48.2,200803010109
10,15,80.2,200803010109
11,11,26.7,200803010109
12,1,126.9,200803010109
13,14,15.0,200803010109
14,4,132.0,200803010109
15,12,92.1,200803010109
16,16,80.5,200803010109
1,1,7.5,200803010110
2,12,6.5,200803010110
3,3,2.6,200803010110
4,6,13.5,200803010110
5,8,11.1,200803010110
6,4,3.8,200803010110
7,5,60.2,200803010110
8,7,14.1,200803010110
9,2,62.1,200803010110
10,9,55.3,200803010110
11,10,172.7,200803010110
12,11,51.6,200803010110
1,14,3.4,200803010111
2,9,5.9,200803010111
3,2,44.4,200803010111
4,5,8.2,200803010111
5,1,5.0,200803010111
6,6,12.2,200803010111
7,16,51.0,200803010111
8,12,18.9,200803010111
9,4,41.9,200803010111
10,7,90.3,200803010111
11,15,10.5,200803010111
12,13,49.3,200803010111
13,3,155.9,200803010111
14,8,25.0,200803010111
15,10,13.2,200803010111
16,11,40.2,200803010111
1,2,7.6,200803010112
2,8,17.0,200803010112
3,10,6.6,200803010112
4,14,38.5,200803010112
5,12,45.8,200803010112
6,1,6.3,200803010112
